age,young,mid,old,vold,job,admin,bluecollar,entrepreneur,housemaid,management,retired,selfemployed,student,services,technician,unemployed,marital,married,single,divorced,education,primary,secondary,tertiary,default,balance,housing,loan,contact,day,month,duration,campaign,campaign4,campaign8,campaign12,campaign16,pdays,previous,poutcome,po1failure,po2other,po3success,y
31,0,1,0,0,technician,0,0,0,0,0,0,0,0,0,1,0,single,0,1,0,secondary,0,1,0,0,102,1,0,1,17,apr,460,2,1,0,0,0,345,2,failure,1,0,0,0
41,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,divorced,0,0,1,secondary,0,1,0,0,927,1,0,0,17,apr,239,2,1,0,0,0,148,2,failure,1,0,0,0
43,0,1,0,0,management,0,0,0,0,1,0,0,0,0,0,0,married,1,0,0,tertiary,0,0,1,0,175,1,0,0,17,apr,129,4,1,0,0,0,337,1,other,0,1,0,0
47,0,1,0,0,services,0,0,0,0,0,0,0,0,1,0,0,divorced,0,0,1,primary,1,0,0,0,91,1,0,0,17,apr,473,2,1,0,0,0,339,1,failure,1,0,0,0
32,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,primary,1,0,0,0,-56,1,1,0,17,apr,405,2,1,0,0,0,305,20,other,0,1,0,0
40,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,679,1,0,0,17,apr,642,2,1,0,0,0,304,1,failure,1,0,0,0
36,0,1,0,0,services,0,0,0,0,0,0,0,0,1,0,0,married,1,0,0,secondary,0,1,0,0,526,1,0,0,17,apr,333,2,1,0,0,0,324,1,other,0,1,0,0
31,0,1,0,0,services,0,0,0,0,0,0,0,0,1,0,0,single,0,1,0,secondary,0,1,0,0,603,1,1,0,17,apr,185,2,1,0,0,0,319,2,failure,1,0,0,0
37,0,1,0,0,management,0,0,0,0,1,0,0,0,0,0,0,married,1,0,0,tertiary,0,0,1,0,860,1,0,0,17,apr,818,2,1,0,0,0,332,15,failure,1,0,0,0
34,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,primary,1,0,0,0,170,1,1,1,17,apr,599,4,1,0,0,0,275,7,other,0,1,0,0
34,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,tertiary,0,0,1,0,551,1,0,0,17,apr,115,2,1,0,0,0,315,11,other,0,1,0,0
32,0,1,0,0,technician,0,0,0,0,0,0,0,0,0,1,0,single,0,1,0,secondary,0,1,0,0,28,1,0,0,17,apr,598,1,1,0,0,0,150,1,failure,1,0,0,0
53,0,0,0,0,management,0,0,0,0,1,0,0,0,0,0,0,married,1,0,0,tertiary,0,0,1,0,2124,1,0,0,17,apr,121,2,1,0,0,0,344,2,failure,1,0,0,0
35,0,1,0,0,admin.,1,0,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,3487,1,0,0,17,apr,323,2,1,0,0,0,319,1,failure,1,0,0,0
43,0,1,0,0,management,0,0,0,0,1,0,0,0,0,0,0,married,1,0,0,tertiary,0,0,1,0,9261,1,0,0,17,apr,273,2,1,0,0,0,254,2,failure,1,0,0,0
46,0,1,0,0,services,0,0,0,0,0,0,0,0,1,0,0,divorced,0,0,1,primary,1,0,0,0,3854,1,0,0,17,apr,541,2,1,0,0,0,150,4,other,0,1,0,0
53,0,0,0,0,admin.,1,0,0,0,0,0,0,0,0,0,0,divorced,0,0,1,secondary,0,1,0,0,-163,1,0,0,17,apr,344,2,1,0,0,0,343,2,other,0,1,0,0
26,1,0,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,647,1,0,0,17,apr,357,2,1,0,0,0,331,1,other,0,1,0,0
34,0,1,0,0,technician,0,0,0,0,0,0,0,0,0,1,0,married,1,0,0,secondary,0,1,0,0,260,1,0,0,17,apr,20,2,1,0,0,0,238,2,failure,1,0,0,0
49,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,1127,1,1,0,17,apr,162,2,1,0,0,0,281,1,failure,1,0,0,0
40,0,1,0,0,technician,0,0,0,0,0,0,0,0,0,1,0,married,1,0,0,secondary,0,1,0,0,96,1,1,0,17,apr,276,2,1,0,0,0,326,2,failure,1,0,0,0
41,0,1,0,0,self-employed,0,0,0,0,0,0,1,0,0,0,0,married,1,0,0,secondary,0,1,0,0,323,1,0,0,17,apr,949,2,1,0,0,0,254,6,other,0,1,0,1
34,0,1,0,0,management,0,0,0,0,1,0,0,0,0,0,0,single,0,1,0,tertiary,0,0,1,0,-444,1,1,0,17,apr,129,2,1,0,0,0,148,4,other,0,1,0,0
35,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,primary,1,0,0,0,443,1,0,0,17,apr,185,2,1,0,0,0,316,3,other,0,1,0,0
29,1,0,0,0,services,0,0,0,0,0,0,0,0,1,0,0,single,0,1,0,secondary,0,1,0,0,229,1,0,0,17,apr,273,2,1,0,0,0,343,1,failure,1,0,0,0
53,0,0,0,0,technician,0,0,0,0,0,0,0,0,0,1,0,divorced,0,0,1,secondary,0,1,0,0,281,1,0,0,17,apr,171,2,1,0,0,0,337,9,other,0,1,0,0
39,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,284,1,1,0,17,apr,1426,2,1,0,0,0,318,6,failure,1,0,0,0
40,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,primary,1,0,0,0,119,1,0,0,17,apr,795,3,1,0,0,0,147,2,failure,1,0,0,0
31,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,505,1,0,0,17,apr,218,4,1,0,0,0,329,2,other,0,1,0,0
33,0,1,0,0,services,0,0,0,0,0,0,0,0,1,0,0,married,1,0,0,secondary,0,1,0,0,90,1,0,0,17,apr,170,2,1,0,0,0,263,2,failure,1,0,0,0
51,0,0,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,primary,1,0,0,0,216,1,0,0,17,apr,666,3,1,0,0,0,274,3,failure,1,0,0,0
50,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,primary,1,0,0,0,12519,1,0,0,17,apr,146,2,1,0,0,0,147,4,success,0,0,1,0
38,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,566,1,1,1,17,apr,318,2,1,0,0,0,332,6,other,0,1,0,0
33,0,1,0,0,admin.,1,0,0,0,0,0,0,0,0,0,0,single,0,1,0,secondary,0,1,0,0,745,1,0,0,17,apr,278,2,1,0,0,0,333,1,other,0,1,0,0
42,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,primary,1,0,0,0,875,1,0,0,17,apr,426,5,0,1,0,0,148,1,failure,1,0,0,0
40,0,1,0,0,management,0,0,0,0,1,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,643,1,0,0,17,apr,74,2,1,0,0,0,256,1,failure,1,0,0,0
31,0,1,0,0,technician,0,0,0,0,0,0,0,0,0,1,0,married,1,0,0,secondary,0,1,0,0,310,1,0,0,17,apr,334,2,1,0,0,0,240,2,failure,1,0,0,0
30,1,0,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,single,0,1,0,secondary,0,1,0,0,103,1,0,0,17,apr,2053,2,1,0,0,0,317,1,other,0,1,0,0
30,1,0,0,0,services,0,0,0,0,0,0,0,0,1,0,0,single,0,1,0,secondary,0,1,0,0,-172,1,1,0,17,apr,282,4,1,0,0,0,329,2,other,0,1,0,0
48,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,primary,1,0,0,0,551,1,1,0,17,apr,1064,3,1,0,0,0,303,5,failure,1,0,0,0
32,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,298,1,0,0,17,apr,163,2,1,0,0,0,323,7,failure,1,0,0,0
29,1,0,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,577,1,0,1,17,apr,501,3,1,0,0,0,331,10,other,0,1,0,0
31,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,604,1,0,0,17,apr,99,2,1,0,0,0,150,2,failure,1,0,0,0
36,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,0,1,0,0,17,apr,87,2,1,0,0,0,322,4,failure,1,0,0,0
38,0,1,0,0,self-employed,0,0,0,0,0,0,1,0,0,0,0,married,1,0,0,secondary,0,1,0,0,-17,1,0,0,17,apr,110,3,1,0,0,0,326,1,other,0,1,0,0
36,0,1,0,0,management,0,0,0,0,1,0,0,0,0,0,0,married,1,0,0,tertiary,0,0,1,0,549,1,0,0,17,apr,151,4,1,0,0,0,150,2,failure,1,0,0,0
31,0,1,0,0,technician,0,0,0,0,0,0,0,0,0,1,0,single,0,1,0,secondary,0,1,0,0,579,1,1,0,17,apr,469,3,1,0,0,0,322,15,other,0,1,0,0
36,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,1949,1,0,0,17,apr,48,2,1,0,0,0,319,3,failure,1,0,0,0
23,1,0,0,0,technician,0,0,0,0,0,0,0,0,0,1,0,single,0,1,0,secondary,0,1,0,0,28,1,0,0,17,apr,183,3,1,0,0,0,325,2,failure,1,0,0,0
51,0,0,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,1329,1,1,1,17,apr,150,2,1,0,0,0,287,2,failure,1,0,0,0
35,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,1207,1,0,0,17,apr,694,2,1,0,0,0,331,1,success,0,0,1,0
30,1,0,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,single,0,1,0,secondary,0,1,0,0,1012,1,0,0,17,apr,22,3,1,0,0,0,329,1,failure,1,0,0,0
50,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,primary,1,0,0,0,104,1,0,0,17,apr,317,3,1,0,0,0,324,2,other,0,1,0,0
53,0,0,0,0,technician,0,0,0,0,0,0,0,0,0,1,0,married,1,0,0,secondary,0,1,0,0,5303,1,0,1,17,apr,320,3,1,0,0,0,180,1,success,0,0,1,1
29,1,0,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,primary,1,0,0,0,459,1,1,0,17,apr,202,3,1,0,0,0,318,1,failure,1,0,0,0
33,0,1,0,0,technician,0,0,0,0,0,0,0,0,0,1,0,single,0,1,0,tertiary,0,0,1,0,1190,1,0,0,17,apr,50,2,1,0,0,0,252,4,failure,1,0,0,0
32,0,1,0,0,admin.,1,0,0,0,0,0,0,0,0,0,0,single,0,1,0,secondary,0,1,0,0,620,0,0,0,17,apr,211,2,1,0,0,0,343,3,failure,1,0,0,0
37,0,1,0,0,technician,0,0,0,0,0,0,0,0,0,1,0,single,0,1,0,tertiary,0,0,1,0,6889,1,0,0,17,apr,108,2,1,0,0,0,147,1,failure,1,0,0,0
46,0,1,0,0,services,0,0,0,0,0,0,0,0,1,0,0,divorced,0,0,1,secondary,0,1,0,0,864,1,0,0,17,apr,225,3,1,0,0,0,150,7,failure,1,0,0,0
35,0,1,0,0,entrepreneur,0,0,1,0,0,0,0,0,0,0,0,single,0,1,0,tertiary,0,0,1,0,1295,1,0,0,17,apr,952,2,1,0,0,0,73,1,failure,1,0,0,0
44,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,primary,1,0,0,0,-93,1,0,0,17,apr,829,3,1,0,0,0,326,2,failure,1,0,0,0
33,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,single,0,1,0,secondary,0,1,0,0,476,1,1,0,17,apr,544,3,1,0,0,0,333,2,failure,1,0,0,0
46,0,1,0,0,technician,0,0,0,0,0,0,0,0,0,1,0,married,1,0,0,secondary,0,1,0,0,6993,1,0,0,17,apr,326,3,1,0,0,0,148,1,success,0,0,1,0
37,0,1,0,0,self-employed,0,0,0,0,0,0,1,0,0,0,0,single,0,1,0,primary,1,0,0,0,235,1,0,0,17,apr,191,4,1,0,0,0,323,9,failure,1,0,0,0
34,0,1,0,0,services,0,0,0,0,0,0,0,0,1,0,0,married,1,0,0,secondary,0,1,0,0,241,1,0,0,17,apr,1364,2,1,0,0,0,147,1,other,0,1,0,0
46,0,1,0,0,services,0,0,0,0,0,0,0,0,1,0,0,married,1,0,0,secondary,0,1,0,0,9077,1,0,0,17,apr,427,2,1,0,0,0,337,1,failure,1,0,0,0
30,1,0,0,0,admin.,1,0,0,0,0,0,0,0,0,0,0,single,0,1,0,secondary,0,1,0,0,613,1,0,0,17,apr,180,2,1,0,0,0,302,1,failure,1,0,0,0
38,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,single,0,1,0,secondary,0,1,0,0,13156,1,0,0,17,apr,291,4,1,0,0,0,331,1,failure,1,0,0,0
37,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,single,0,1,0,secondary,0,1,0,0,1127,1,0,0,17,apr,72,2,1,0,0,0,281,1,failure,1,0,0,0
38,0,1,0,0,admin.,1,0,0,0,0,0,0,0,0,0,0,married,1,0,0,primary,1,0,0,0,3913,1,0,0,20,apr,196,2,1,0,0,0,315,2,failure,1,0,0,0
36,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,1589,1,0,0,20,apr,345,2,1,0,0,0,341,6,other,0,1,0,0
32,0,1,0,0,admin.,1,0,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,413,1,0,0,20,apr,95,3,1,0,0,0,341,2,failure,1,0,0,0
30,1,0,0,0,management,0,0,0,0,1,0,0,0,0,0,0,single,0,1,0,tertiary,0,0,1,0,638,1,0,0,20,apr,483,2,1,0,0,0,291,6,other,0,1,0,0
50,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,primary,1,0,0,0,4121,1,1,0,20,apr,184,2,1,0,0,0,151,1,failure,1,0,0,0
28,1,0,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,1021,1,0,0,20,apr,774,2,1,0,0,0,326,1,other,0,1,0,0
32,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,112,1,0,0,20,apr,311,1,1,0,0,0,321,1,other,0,1,0,0
36,0,1,0,0,admin.,1,0,0,0,0,0,0,0,0,0,0,single,0,1,0,secondary,0,1,0,0,733,1,0,0,20,apr,176,1,1,0,0,0,322,2,other,0,1,0,0
31,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,2289,1,1,0,20,apr,79,1,1,0,0,0,151,1,failure,1,0,0,0
29,1,0,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,1238,1,0,0,20,apr,478,1,1,0,0,0,341,1,failure,1,0,0,0
41,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,563,1,0,0,20,apr,142,12,0,0,1,0,348,1,failure,1,0,0,0
34,0,1,0,0,admin.,1,0,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,-314,1,1,0,20,apr,374,3,1,0,0,0,307,3,other,0,1,0,0
33,0,1,0,0,technician,0,0,0,0,0,0,0,0,0,1,0,married,1,0,0,secondary,0,1,0,0,359,1,0,0,20,apr,210,1,1,0,0,0,242,1,other,0,1,0,0
37,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,primary,1,0,0,0,287,1,0,1,20,apr,73,3,1,0,0,0,325,3,failure,1,0,0,0
32,0,1,0,0,technician,0,0,0,0,0,0,0,0,0,1,0,married,1,0,0,secondary,0,1,0,0,286,0,0,0,20,apr,60,1,1,0,0,0,343,4,failure,1,0,0,0
45,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,primary,1,0,0,0,658,1,0,1,20,apr,406,3,1,0,0,0,270,2,failure,1,0,0,0
57,0,0,0,0,admin.,1,0,0,0,0,0,0,0,0,0,0,married,1,0,0,primary,1,0,0,0,202,1,0,0,20,apr,207,1,1,0,0,0,346,2,failure,1,0,0,0
33,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,primary,1,0,0,0,217,1,0,0,20,apr,198,1,1,0,0,0,339,3,failure,1,0,0,0
32,0,1,0,0,admin.,1,0,0,0,0,0,0,0,0,0,0,single,0,1,0,secondary,0,1,0,0,-45,1,0,0,20,apr,68,1,1,0,0,0,325,2,other,0,1,0,0
35,0,1,0,0,management,0,0,0,0,1,0,0,0,0,0,0,married,1,0,0,tertiary,0,0,1,0,1473,1,0,0,20,apr,17,6,0,1,0,0,322,4,other,0,1,0,0
56,0,0,0,0,unemployed,0,0,0,0,0,0,0,0,0,0,1,divorced,0,0,1,secondary,0,1,0,0,283,1,1,0,20,apr,89,3,1,0,0,0,341,2,failure,1,0,0,0
57,0,0,0,0,technician,0,0,0,0,0,0,0,0,0,1,0,married,1,0,0,tertiary,0,0,1,0,3082,1,1,0,20,apr,267,2,1,0,0,0,294,3,failure,1,0,0,0
46,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,primary,1,0,0,0,292,1,0,0,20,apr,386,2,1,0,0,0,234,4,failure,1,0,0,0
46,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,divorced,0,0,1,secondary,0,1,0,0,168,1,0,0,20,apr,255,1,1,0,0,0,336,4,other,0,1,0,0
40,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,single,0,1,0,secondary,0,1,0,0,169,1,0,0,20,apr,214,1,1,0,0,0,346,1,failure,1,0,0,0
34,0,1,0,0,management,0,0,0,0,1,0,0,0,0,0,0,single,0,1,0,tertiary,0,0,1,0,8038,1,0,0,20,apr,29,3,1,0,0,0,152,1,failure,1,0,0,0
31,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,single,0,1,0,primary,1,0,0,0,71,1,0,0,20,apr,185,3,1,0,0,0,336,6,failure,1,0,0,0
34,0,1,0,0,management,0,0,0,0,1,0,0,0,0,0,0,single,0,1,0,tertiary,0,0,1,0,5452,0,0,0,20,apr,96,1,1,0,0,0,245,5,other,0,1,0,0
43,0,1,0,0,admin.,1,0,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,101,1,0,0,20,apr,131,2,1,0,0,0,349,3,failure,1,0,0,0
30,1,0,0,0,services,0,0,0,0,0,0,0,0,1,0,0,married,1,0,0,secondary,0,1,0,0,4867,1,1,1,20,apr,8,6,0,1,0,0,306,3,other,0,1,0,0
33,0,1,0,0,admin.,1,0,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,6,1,0,0,20,apr,386,1,1,0,0,0,349,3,other,0,1,0,0
43,0,1,0,0,admin.,1,0,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,1220,1,0,0,20,apr,349,2,1,0,0,0,339,1,other,0,1,0,0
27,1,0,0,0,student,0,0,0,0,0,0,0,1,0,0,0,single,0,1,0,secondary,0,1,0,0,2784,1,0,1,20,apr,153,1,1,0,0,0,328,1,failure,1,0,0,0
53,0,0,0,0,admin.,1,0,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,225,1,0,0,20,apr,304,1,1,0,0,0,340,1,failure,1,0,0,0
34,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,single,0,1,0,secondary,0,1,0,0,550,1,0,0,20,apr,90,3,1,0,0,0,346,1,failure,1,0,0,0
33,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,2502,1,0,0,20,apr,285,1,1,0,0,0,270,1,failure,1,0,0,0
31,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,1664,1,0,0,20,apr,158,1,1,0,0,0,182,1,success,0,0,1,0
51,0,0,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,primary,1,0,0,0,14,1,1,0,20,apr,233,2,1,0,0,0,329,1,failure,1,0,0,0
50,0,1,0,0,entrepreneur,0,0,1,0,0,0,0,0,0,0,0,married,1,0,0,tertiary,0,0,1,0,221,1,0,0,20,apr,319,2,1,0,0,0,340,1,failure,1,0,0,0
34,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,primary,1,0,0,0,1217,1,0,0,20,apr,142,2,1,0,0,0,328,3,failure,1,0,0,0
35,0,1,0,0,management,0,0,0,0,1,0,0,0,0,0,0,single,0,1,0,tertiary,0,0,1,0,1422,1,1,0,20,apr,28,7,0,1,0,0,272,3,other,0,1,0,0
43,0,1,0,0,services,0,0,0,0,0,0,0,0,1,0,0,divorced,0,0,1,secondary,0,1,0,0,266,1,1,0,20,apr,79,1,1,0,0,0,152,1,failure,1,0,0,0
35,0,1,0,0,technician,0,0,0,0,0,0,0,0,0,1,0,single,0,1,0,tertiary,0,0,1,0,122,0,0,0,20,apr,49,5,0,1,0,0,328,5,failure,1,0,0,0
36,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,-53,1,0,0,20,apr,9,5,0,1,0,0,322,8,other,0,1,0,0
42,0,1,0,0,management,0,0,0,0,1,0,0,0,0,0,0,married,1,0,0,tertiary,0,0,1,0,72,1,0,0,20,apr,124,2,1,0,0,0,348,3,failure,1,0,0,0
45,0,1,0,0,technician,0,0,0,0,0,0,0,0,0,1,0,married,1,0,0,secondary,0,1,0,0,497,1,0,0,20,apr,72,1,1,0,0,0,321,2,failure,1,0,0,0
31,0,1,0,0,management,0,0,0,0,1,0,0,0,0,0,0,single,0,1,0,tertiary,0,0,1,0,635,1,0,0,20,apr,37,1,1,0,0,0,320,2,failure,1,0,0,0
35,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,360,1,0,1,20,apr,24,1,1,0,0,0,152,3,failure,1,0,0,0
30,1,0,0,0,management,0,0,0,0,1,0,0,0,0,0,0,single,0,1,0,tertiary,0,0,1,0,63,1,0,0,20,apr,260,1,1,0,0,0,320,1,other,0,1,0,0
35,0,1,0,0,admin.,1,0,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,1345,1,0,0,20,apr,163,1,1,0,0,0,271,1,failure,1,0,0,0
39,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,2299,1,0,0,20,apr,450,1,1,0,0,0,271,1,failure,1,0,0,0
48,0,1,0,0,services,0,0,0,0,0,0,0,0,1,0,0,married,1,0,0,primary,1,0,0,0,0,1,0,0,20,apr,90,2,1,0,0,0,259,1,failure,1,0,0,0
35,0,1,0,0,admin.,1,0,0,0,0,0,0,0,0,0,0,divorced,0,0,1,tertiary,0,0,1,0,262,1,0,0,20,apr,690,2,1,0,0,0,335,4,other,0,1,0,0
33,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,single,0,1,0,secondary,0,1,0,0,15341,0,0,0,20,apr,335,1,1,0,0,0,334,3,failure,1,0,0,0
42,0,1,0,0,admin.,1,0,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,0,1,0,0,20,apr,72,1,1,0,0,0,154,2,failure,1,0,0,0
41,0,1,0,0,admin.,1,0,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,67,0,0,0,20,apr,185,2,1,0,0,0,150,2,failure,1,0,0,0
38,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,730,1,0,0,20,apr,19,5,0,1,0,0,328,8,other,0,1,0,0
34,0,1,0,0,technician,0,0,0,0,0,0,0,0,0,1,0,married,1,0,0,secondary,0,1,0,0,-228,1,0,0,20,apr,187,3,1,0,0,0,332,3,other,0,1,0,0
25,1,0,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,single,0,1,0,primary,1,0,0,0,147,1,0,0,20,apr,59,2,1,0,0,0,322,2,failure,1,0,0,0
48,0,1,0,0,services,0,0,0,0,0,0,0,0,1,0,0,married,1,0,0,secondary,0,1,0,0,440,1,0,0,20,apr,611,1,1,0,0,0,312,1,failure,1,0,0,0
46,0,1,0,0,management,0,0,0,0,1,0,0,0,0,0,0,married,1,0,0,tertiary,0,0,1,0,189,1,0,0,20,apr,45,1,1,0,0,0,154,1,failure,1,0,0,0
45,0,1,0,0,management,0,0,0,0,1,0,0,0,0,0,0,married,1,0,0,tertiary,0,0,1,0,126,1,0,0,20,apr,92,1,1,0,0,0,342,1,failure,1,0,0,0
32,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,primary,1,0,0,0,0,1,0,0,20,apr,295,3,1,0,0,0,335,1,other,0,1,0,0
40,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,1386,1,1,0,20,apr,396,3,1,0,0,0,151,4,other,0,1,0,0
31,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,primary,1,0,0,0,2929,1,0,0,20,apr,237,3,1,0,0,0,150,3,failure,1,0,0,0
34,0,1,0,0,housemaid,0,0,0,1,0,0,0,0,0,0,0,married,1,0,0,tertiary,0,0,1,0,4958,1,0,0,20,apr,11,5,0,1,0,0,152,2,failure,1,0,0,0
39,0,1,0,0,services,0,0,0,0,0,0,0,0,1,0,0,married,1,0,0,secondary,0,1,0,0,18,1,1,0,20,apr,155,1,1,0,0,0,154,2,failure,1,0,0,0
34,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,single,0,1,0,secondary,0,1,0,0,13683,1,0,0,20,apr,92,3,1,0,0,0,321,3,failure,1,0,0,0
27,1,0,0,0,admin.,1,0,0,0,0,0,0,0,0,0,0,single,0,1,0,secondary,0,1,0,0,619,1,0,0,20,apr,16,5,0,1,0,0,322,4,other,0,1,0,0
41,0,1,0,0,technician,0,0,0,0,0,0,0,0,0,1,0,married,1,0,0,tertiary,0,0,1,0,532,1,0,0,20,apr,414,2,1,0,0,0,285,1,failure,1,0,0,0
41,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,1522,1,1,0,20,apr,377,1,1,0,0,0,341,2,failure,1,0,0,0
31,0,1,0,0,management,0,0,0,0,1,0,0,0,0,0,0,single,0,1,0,tertiary,0,0,1,0,775,1,0,0,20,apr,207,1,1,0,0,0,308,2,failure,1,0,0,0
34,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,856,1,0,0,20,apr,470,1,1,0,0,0,150,5,other,0,1,0,0
32,0,1,0,0,technician,0,0,0,0,0,0,0,0,0,1,0,single,0,1,0,secondary,0,1,0,0,1819,1,0,0,20,apr,62,1,1,0,0,0,340,2,failure,1,0,0,0
